Jewelry_Type,Material_Composition,Manufacturing_Stage,Surface_Roughness,Polish_Quality,Engraving_Depth,Structural_Integrity,Reflection_Index,Defect_Type
Necklace,Silver Alloy,Raw Casting,0.9515127123448542,0.7819365976643765,0.12681798249644632,0.7183805338693201,0.21084603714456956,Scratch
Ring,Pure Silver,Polished,0.19119616753071045,0.5760939626023343,0.30451328094221897,0.8586514069262908,0.839359250821045,Normal
Bracelet,Silver Alloy,Polished,0.18311974537278408,0.18790629933234199,0.4621663180412887,0.8705807422839608,0.8975186276750873,Normal
Ring,Silver Alloy,Polished,0.37915492625371405,0.5216756797125917,0.17571750214268017,0.12064778144104475,0.23341883981802478,Crack
Bracelet,Silver Alloy,Final Product,0.48391453266655937,0.12495353458832692,0.3603109543354388,0.457541005749067,0.7568486034410478,Normal
Ring,Pure Silver,Final Product,0.6591015531392772,0.8539686359707871,0.7172561983100328,0.8616341762755167,0.6911354102605787,Normal
Ring,Silver Alloy,Raw Casting,0.3562722020350252,0.9215802120988882,0.9760126891144201,0.29857484623795516,0.1838280265691424,Crack
Necklace,Pure Silver,Raw Casting,0.127638641526684,0.49493958752263,0.48273146328630856,0.904955868078771,0.9821274440341649,Normal
Bracelet,Pure Silver,Final Product,0.10061926076761667,0.6935114664310905,0.6246909269789226,0.1454238328901036,0.12897401239700698,Crack
Necklace,Pure Silver,Raw Casting,0.7548363321605499,0.11567985745259783,0.8254325654675936,0.2561214161128584,0.19614096385161467,Crack
Necklace,Pure Silver,Polished,0.7064072523682849,0.16486111738827608,0.42565753180779453,0.8214405640939684,0.1602599224868628,Normal
Bracelet,Silver Alloy,Polished,0.9361468045037662,0.3617641955368519,0.9648348559265975,0.5721198412257721,0.2764918418305454,Scratch
Necklace,Pure Silver,Final Product,0.9029556314986352,0.6290566628179097,0.554392748327245,0.9594967166887509,0.8953189944403181,Scratch
Pendant,Pure Silver,Polished,0.5617387594249581,0.871544524075217,0.5923459614430312,0.21225611240185122,0.2973155741917885,Crack
Ring,Silver Alloy,Raw Casting,0.8271308181934992,0.38565752108693374,0.3061805899795857,0.8225258612376772,0.6034499742909036,Scratch
Pendant,Silver Alloy,Polished,0.4596996370271429,0.10603042007521346,0.8496919584240298,0.8751255298784198,0.19282881609641617,Normal
Bracelet,Silver Alloy,Polished,0.3986982975177983,0.18309403515163603,0.8597223415764853,0.35445359993102543,0.6402845780668805,Normal
Earring,Pure Silver,Polished,0.47163647011619947,0.4579707227119644,0.7321385796407097,0.9510446603687259,0.5876493326940826,Normal
Bracelet,Pure Silver,Final Product,0.9835424235381295,0.11038446178307916,0.3965504500228627,0.5006701679135319,0.26141625340259894,Scratch
Ring,Silver Alloy,Final Product,0.560123510667782,0.746706261645077,0.805323022474069,0.14939639080872075,0.6627599374047913,Crack
Ring,Silver Alloy,Polished,0.9113794486742314,0.5370165459806087,0.4975718189945285,0.8640262384222677,0.8749888046240809,Scratch
Pendant,Pure Silver,Raw Casting,0.13551617050640558,0.275867914158201,0.7890255044444126,0.5653031105247012,0.7563552599346172,Normal
Earring,Silver Alloy,Final Product,0.7760400065451334,0.18300129192890746,0.3900824342278555,0.583872531102905,0.1412449943402164,Normal
Necklace,Silver Alloy,Polished,0.561337711288476,0.1629068865648123,0.8903131201613387,0.958576638276939,0.8232074032393165,Normal
Ring,Pure Silver,Final Product,0.8079723395950851,0.539743629369615,0.4021732082320447,0.8543853065278254,0.9973327670135348,Scratch
Pendant,Silver Alloy,Polished,0.7746874017435594,0.9341005133383427,0.8141808738623659,0.4657315266998593,0.6311732377667565,Normal
Earring,Pure Silver,Polished,0.5712610705347133,0.6226323151978906,0.9200075954815377,0.23677400931733847,0.9456876678333406,Crack
Bracelet,Pure Silver,Raw Casting,0.335588389556598,0.5803739249418853,0.3728052661663812,0.38307947420525956,0.8588965405274361,Normal
Bracelet,Pure Silver,Polished,0.5097830399459616,0.7030715273303937,0.8180269137341522,0.7370493369601729,0.3756982176914384,Normal
Bracelet,Pure Silver,Polished,0.20255920464220661,0.19901585605625877,0.20012387616083524,0.750388439957459,0.7003400682721971,Normal
Necklace,Silver Alloy,Raw Casting,0.7979850279522254,0.9722706441779179,0.774690127120073,0.653504273468428,0.46762451788196646,Normal
Ring,Pure Silver,Polished,0.6278679633069829,0.20341542426006162,0.8518618677592085,0.8216523402785932,0.7121557183617764,Normal
Bracelet,Pure Silver,Polished,0.9128938820246156,0.9022967824340419,0.7236824154019188,0.5543446581200281,0.12901085397257575,Scratch
Earring,Pure Silver,Final Product,0.6295403139860456,0.886938993983499,0.8761373263361114,0.2680602183418113,0.5034365355461478,Crack
Pendant,Silver Alloy,Final Product,0.5562835818590288,0.5245912002375792,0.34958834665797967,0.6005713333294298,0.4440163856754997,Normal
Earring,Silver Alloy,Polished,0.7168275987013311,0.21564113011566532,0.7720626408832062,0.5461168328704401,0.6746164445775447,Normal
Pendant,Silver Alloy,Final Product,0.5496230410378881,0.20928733556796736,0.4264581064978783,0.25546743670829475,0.18341886828856419,Crack
Ring,Silver Alloy,Raw Casting,0.3656497957472642,0.2212844109958192,0.4303629130440345,0.7015742381855733,0.8075668003486101,Normal
Ring,Pure Silver,Final Product,0.6797073278720391,0.7837995813923739,0.7945975872796095,0.7289625212882859,0.9114699040498199,Normal
Earring,Silver Alloy,Raw Casting,0.733186451048254,0.5237036102816004,0.10385202031728652,0.4018436048360561,0.6140810521723529,Normal
Necklace,Silver Alloy,Polished,0.9882799640894071,0.5240284944707038,0.3955484728362453,0.5391645238170494,0.7882347233672303,Scratch
Pendant,Pure Silver,Raw Casting,0.10215556504868128,0.9233812433659803,0.8807411345539389,0.7080606448318035,0.5717420026842227,Normal
Pendant,Silver Alloy,Final Product,0.26147886123946806,0.6844259447950145,0.8209988485190838,0.47755108355944575,0.5215660495741554,Normal
Necklace,Silver Alloy,Final Product,0.9396339440227447,0.54480885980046,0.7950868240313796,0.9345658073372337,0.1915956104227195,Scratch
Pendant,Pure Silver,Raw Casting,0.33173830618089906,0.9490073734817358,0.5547362537111955,0.4043205519294373,0.5988093421169609,Normal
Pendant,Pure Silver,Raw Casting,0.9602630377675742,0.9280111922051301,0.9514050517503015,0.19088365416866432,0.1552180460768286,Scratch
Ring,Silver Alloy,Final Product,0.7549138429670744,0.6724789924524132,0.534620856279859,0.9327538844429455,0.3948812120921189,Normal
Necklace,Pure Silver,Final Product,0.8274161931440623,0.9357741629840178,0.4738719318088491,0.25664208116116305,0.23450628379603206,Scratch
Necklace,Silver Alloy,Polished,0.9664781739055893,0.9436703910278401,0.24686279018777282,0.40317666662284735,0.8834666432428003,Scratch
Bracelet,Pure Silver,Raw Casting,0.8235111095941319,0.7289709142641682,0.8664375763260999,0.14945046010074514,0.7878429884204772,Scratch
Earring,Pure Silver,Final Product,0.31256557203825786,0.46261860341470995,0.18456151142678057,0.4494718282456821,0.9593436976312205,Normal
Necklace,Silver Alloy,Polished,0.8638814925680489,0.8995109039409519,0.9627216931747167,0.49580421964433574,0.7861101079198913,Scratch
Pendant,Silver Alloy,Final Product,0.27173750811693054,0.8026724712461808,0.8962275219043581,0.3593089175579808,0.6318227609602898,Normal
Pendant,Silver Alloy,Final Product,0.9827375044492671,0.8583812976965292,0.8226907141874144,0.582750418719792,0.4044187325345393,Scratch
Bracelet,Silver Alloy,Final Product,0.7104578593911516,0.8934858530944622,0.7724618740034969,0.3273679521622613,0.25513520602792705,Normal
Pendant,Pure Silver,Raw Casting,0.5228622716197618,0.7875061958179189,0.4048843906423274,0.6948542867241805,0.8461847343670668,Normal
Pendant,Pure Silver,Final Product,0.49442306977077755,0.3013473168519427,0.6977144117596321,0.7329896843484134,0.2789439929942274,Normal
Necklace,Pure Silver,Polished,0.5987493073254052,0.4210731569015469,0.1309690345718885,0.17992699403460527,0.8405557366459903,Crack
Necklace,Pure Silver,Polished,0.6853675877961015,0.21865463889802372,0.11706490864958775,0.861207637146244,0.12599222290428994,Normal
Ring,Silver Alloy,Raw Casting,0.5655731580877613,0.31359135948199346,0.7866927107807522,0.8156818664210693,0.24581334730365706,Normal
Bracelet,Silver Alloy,Final Product,0.21918006318067051,0.1521130071171056,0.9517326576708567,0.6141052834131452,0.7060877588927355,Normal
Pendant,Pure Silver,Raw Casting,0.35590070607145896,0.3030994798488539,0.7740076081299707,0.47816049035759856,0.46437420931757334,Normal
Ring,Pure Silver,Raw Casting,0.30847650657035414,0.10017182456133804,0.6397707052908018,0.23118872823461076,0.2704797749128939,Crack
Earring,Silver Alloy,Raw Casting,0.9665774761241008,0.5539309417599337,0.6873972473729771,0.46490778830099866,0.2628753911294833,Scratch
Ring,Silver Alloy,Raw Casting,0.6462256636776996,0.24491659220253395,0.5533207951688048,0.28937739777680815,0.5167928884967846,Crack
Earring,Pure Silver,Polished,0.24244451870576197,0.703604592426075,0.6904856103027134,0.6585447735893476,0.8320823378552721,Normal
Ring,Pure Silver,Raw Casting,0.7861912472298028,0.9994845846368152,0.7855357111157921,0.43406220761018066,0.14815052418576719,Normal
Earring,Pure Silver,Raw Casting,0.8852451519350564,0.19405826225271713,0.24393113105135744,0.496412360752557,0.9091551943537971,Scratch
Bracelet,Pure Silver,Final Product,0.809419244625034,0.660945903598972,0.4815009063410082,0.6410933006789904,0.9237531413899827,Scratch
Necklace,Pure Silver,Final Product,0.795145825767155,0.6146227014670806,0.15497499995262576,0.4164823084331871,0.5374369120163978,Normal
Necklace,Pure Silver,Final Product,0.9178974822411584,0.9676660214379017,0.10771740661166014,0.6500888397479626,0.19064826583893402,Scratch
Necklace,Silver Alloy,Raw Casting,0.13345959270443053,0.7580076954764849,0.37956741571954533,0.622425706913202,0.6766713162064433,Normal
Earring,Pure Silver,Final Product,0.2327624795838074,0.1856178435643917,0.8327699948731231,0.4693996451544211,0.24206447427332575,Normal
Bracelet,Pure Silver,Raw Casting,0.44461793676015504,0.13798713656506642,0.3676067746377035,0.655659306748454,0.3059642900776002,Normal
Necklace,Silver Alloy,Polished,0.5836654289387279,0.8444948635553982,0.4074750096035388,0.9654844479694581,0.6748050092951275,Normal
Earring,Pure Silver,Polished,0.20220581206972527,0.3108291850692556,0.7203602572559435,0.30101772619407374,0.9149334206216572,Normal
Pendant,Pure Silver,Final Product,0.9266061419606099,0.393390180174773,0.3775573171637635,0.14871873739982094,0.2634792279444945,Scratch
Earring,Silver Alloy,Raw Casting,0.9992007897573719,0.9065895569257636,0.9699261396547988,0.7803329472172142,0.5793143491759039,Scratch
Earring,Pure Silver,Final Product,0.49555863773091446,0.6810397518320471,0.3419734830762623,0.5029882620242309,0.276932712144117,Normal
Ring,Pure Silver,Raw Casting,0.8026322304418831,0.4721657422615997,0.7995031382193286,0.9783884984848533,0.2138455948300647,Scratch
Ring,Pure Silver,Raw Casting,0.2684916198237686,0.8612396301277188,0.8702634387223203,0.7096759623704861,0.6652774792987617,Normal
Earring,Pure Silver,Raw Casting,0.817058065401238,0.48053108099298547,0.14209507542922117,0.854732288998536,0.8184218508217735,Scratch
Necklace,Silver Alloy,Raw Casting,0.8888740063820427,0.7641983870837118,0.5145906741393742,0.47212499784495576,0.15570216553957877,Scratch
Necklace,Silver Alloy,Raw Casting,0.34324938390322424,0.7033550065116225,0.5524237631180781,0.2095567323089156,0.3183838713192353,Crack
Ring,Silver Alloy,Polished,0.9669330460129301,0.12079654580516962,0.9422104232662786,0.9911742210183604,0.2826748469760775,Scratch
Bracelet,Pure Silver,Raw Casting,0.2496393925739038,0.21773100875531137,0.5901374930873821,0.583243764382181,0.4467194130278067,Normal
Bracelet,Pure Silver,Final Product,0.29423680828000787,0.9074848329211601,0.6341691450730997,0.2577199576346307,0.614156192198556,Crack
Ring,Silver Alloy,Raw Casting,0.8915657022402801,0.3580168229061341,0.8554606992667287,0.6917233409139687,0.3416054170348569,Scratch
Ring,Silver Alloy,Polished,0.5588559014625099,0.5215201791540017,0.35296174556508086,0.1833382457450861,0.8371477215549102,Crack
Ring,Silver Alloy,Polished,0.8510132942315412,0.8136302432379604,0.33647334229159387,0.9114797001175201,0.7689870593865814,Scratch
Ring,Silver Alloy,Raw Casting,0.16813997895777721,0.12195266884759844,0.5074975343958533,0.15168568933461607,0.7951051654868284,Crack
Ring,Pure Silver,Raw Casting,0.6291784664863586,0.29125406840144746,0.7046899219181791,0.5315364825709182,0.2930924450132554,Normal
Pendant,Silver Alloy,Raw Casting,0.10348357298880305,0.6835077132960002,0.19015541262453856,0.8435144651706814,0.630700347091847,Normal
Necklace,Silver Alloy,Final Product,0.5020179175032407,0.7872810312213443,0.13841968120008954,0.5901770915854572,0.11976453308827412,Normal
Bracelet,Pure Silver,Polished,0.19078598273349862,0.4104376460794309,0.16769660026227423,0.6310861825078027,0.42962691658615015,Normal
Ring,Pure Silver,Polished,0.743610127995795,0.33916705999261937,0.5110547597105108,0.4006778646957321,0.7225164191504198,Normal
Earring,Silver Alloy,Final Product,0.7731261661170749,0.38777986094221084,0.11270387754212335,0.6967069403216947,0.37365113865454236,Normal
Bracelet,Silver Alloy,Final Product,0.7076978768915804,0.6716880462923819,0.45904554990049495,0.8693602342008266,0.7774021751375403,Normal
Ring,Silver Alloy,Final Product,0.2835982511704428,0.9721865776173299,0.9776205965417268,0.2565573443662642,0.7304539525599605,Crack
Ring,Pure Silver,Raw Casting,0.34884359545053073,0.2933988087267067,0.7949484368973851,0.2141548578541393,0.6723052710688535,Crack
Pendant,Silver Alloy,Final Product,0.9067935661363966,0.40488477775336074,0.6688834314673782,0.736909350971875,0.6590343395936246,Scratch
Pendant,Silver Alloy,Final Product,0.8935416914462686,0.17324604409891897,0.21132508001573286,0.21279442735149223,0.8598661266184155,Scratch
Necklace,Silver Alloy,Polished,0.7764033192110336,0.16461834866111605,0.9399457449443416,0.5246809491849933,0.8355730321913385,Normal
Ring,Pure Silver,Polished,0.4305580843478396,0.8118611713321522,0.6453862193822852,0.8318227101411763,0.8965679068473803,Normal
Ring,Silver Alloy,Raw Casting,0.1861428733521335,0.466630550320682,0.12604110055240583,0.7854873348611924,0.9402276315757109,Normal
Bracelet,Pure Silver,Polished,0.15809363731490675,0.4768091134394854,0.3716130238804778,0.8571250275123675,0.8038224364283388,Normal
Bracelet,Pure Silver,Final Product,0.6684795975132753,0.2949553393239238,0.8073898549125641,0.38753129310199874,0.966762947482611,Normal
Ring,Pure Silver,Raw Casting,0.5006089947410884,0.5177979021292549,0.18922558852335636,0.9252940977144138,0.9211063822961856,Normal
Ring,Pure Silver,Final Product,0.39535030747500866,0.9763567652529225,0.9234122932474143,0.9538391960896881,0.4015930123173761,Normal
Earring,Silver Alloy,Final Product,0.9809471783043149,0.4323648705990951,0.28667662547546185,0.9360986166325155,0.7589435263479829,Scratch
Ring,Pure Silver,Final Product,0.260615274158878,0.5606157101886009,0.43586742824681435,0.807223205904799,0.9119497991824179,Normal
Necklace,Pure Silver,Final Product,0.19584799387345436,0.5580644100258405,0.745675754514331,0.8128569867841573,0.1941527439200035,Normal
Pendant,Silver Alloy,Polished,0.5602467872746562,0.1886420722399299,0.7643693971555062,0.84169805252727,0.6975989081947946,Normal
Earring,Silver Alloy,Raw Casting,0.6980868809381013,0.3089305376581858,0.2555464954937756,0.47448848565883406,0.741709116821118,Normal
Pendant,Pure Silver,Final Product,0.13471220421419944,0.1697213755201663,0.8065156912656164,0.8725953898732594,0.5714611074910497,Normal
Ring,Pure Silver,Polished,0.6328677085528499,0.9226761891852535,0.9337431417123101,0.49112306414698226,0.6943846805092047,Normal
Ring,Silver Alloy,Raw Casting,0.8935271561226671,0.4024075808191169,0.6995819531032382,0.19993414816528654,0.9215792459067148,Scratch
Earring,Pure Silver,Raw Casting,0.29220994823129887,0.7041531586231576,0.916143259435107,0.4066744259055355,0.8630653475223803,Normal
Ring,Pure Silver,Raw Casting,0.145233518478141,0.3938661982529976,0.7902201962420079,0.21723373404209684,0.8277022811769488,Crack
Earring,Silver Alloy,Polished,0.5272876927033526,0.4959320177923031,0.38024889164623343,0.9276353541501352,0.2011053895980684,Normal
Necklace,Pure Silver,Final Product,0.9359994746213363,0.3582767453232054,0.4392779995031073,0.44896556796086673,0.641967556234572,Scratch
Bracelet,Pure Silver,Polished,0.4318054820579723,0.6732822033075038,0.9308635870969671,0.9047884036728343,0.8625725248208742,Normal
Bracelet,Silver Alloy,Raw Casting,0.15976833658165424,0.717734229447717,0.26856412174040306,0.3411858463158183,0.8422514814043787,Normal
Ring,Silver Alloy,Raw Casting,0.17957935410744263,0.2563393473155846,0.3103163187646637,0.3280395631751037,0.2897368003314356,Normal
Pendant,Pure Silver,Raw Casting,0.24825007151924153,0.6533792176214699,0.8302997593725681,0.517665221693463,0.886260266786394,Normal
Pendant,Silver Alloy,Raw Casting,0.889072903616879,0.8650263858080015,0.8892110862054563,0.9796859661036197,0.5475141750270507,Scratch
Ring,Silver Alloy,Raw Casting,0.36383708704307194,0.10981802471929589,0.8914467268867914,0.6140237305813022,0.6381406983697449,Normal
Ring,Pure Silver,Raw Casting,0.8280233440529173,0.23736802133170307,0.7206758882695318,0.8018753314633025,0.6356119979130818,Scratch
Necklace,Pure Silver,Raw Casting,0.8921954015996152,0.8781422633403146,0.1857844165119209,0.6282158974936173,0.9466747774940846,Scratch
Earring,Pure Silver,Final Product,0.6158941924586329,0.6554201639572279,0.747469115873099,0.34030127123653475,0.5837947141416474,Normal
Ring,Silver Alloy,Raw Casting,0.8700746605403799,0.1413290376197545,0.7178702726861704,0.9666529054774758,0.10532934876573743,Scratch
Necklace,Silver Alloy,Polished,0.9105216532678742,0.2942444532979762,0.6835691084863746,0.6673675835306361,0.3032611144378356,Scratch
Earring,Pure Silver,Polished,0.21767601142929027,0.9640998884702057,0.33032542256509595,0.4782113293665561,0.4845880625447404,Normal
Necklace,Pure Silver,Raw Casting,0.7291724526092256,0.9594875321479094,0.11224748086385183,0.7930084917034776,0.832876986663945,Normal
Necklace,Pure Silver,Final Product,0.9781769824359217,0.5971745117439186,0.9929770570845748,0.33554532372589996,0.2158012669365385,Scratch
Pendant,Silver Alloy,Raw Casting,0.39267597780988994,0.3802680378201905,0.284090299077735,0.9204435275442822,0.4541186721657453,Normal
Necklace,Silver Alloy,Polished,0.47394507363652894,0.16590116691793755,0.4886875210836089,0.49281799711208085,0.5239391080945928,Normal
Pendant,Silver Alloy,Final Product,0.34892038050128005,0.5221208920704672,0.8410855005398303,0.598215780110709,0.7216330383006752,Normal
Necklace,Pure Silver,Raw Casting,0.596732934034766,0.7391048789001547,0.7824924490909063,0.3731124071654427,0.6929069606130879,Normal
Ring,Pure Silver,Final Product,0.7473362185308354,0.8798739813501255,0.15517799857081171,0.7824045971778243,0.6706440362717015,Normal
Pendant,Silver Alloy,Raw Casting,0.8082718523267631,0.3936404370709282,0.14386490230418428,0.8938320015017578,0.20436930574554568,Scratch
Bracelet,Silver Alloy,Polished,0.6625513452802781,0.8800827328149736,0.3870970833352697,0.13001840148867463,0.42391535042383355,Crack
Pendant,Silver Alloy,Raw Casting,0.6120705968890315,0.8019795976851477,0.6746099365563989,0.2969682575811579,0.9210115260836631,Crack
Necklace,Pure Silver,Polished,0.7359977089795933,0.9262647766767159,0.7940574100628073,0.22127906918239176,0.5917388682753122,Crack
Pendant,Pure Silver,Raw Casting,0.4799450808978476,0.20351044451738298,0.1910264532973242,0.3473010245071976,0.298886371655635,Normal
Pendant,Silver Alloy,Final Product,0.8532246550751301,0.7856263566933679,0.8509812398933605,0.9679090591275864,0.6144780245178897,Scratch
Bracelet,Pure Silver,Raw Casting,0.23667472382637064,0.26809209075462603,0.4445599082457874,0.9754213438335085,0.7948825436700491,Normal
Ring,Silver Alloy,Raw Casting,0.24944288775020876,0.24030177547331066,0.679657396266742,0.8189270906389814,0.3648839667908622,Normal
Earring,Pure Silver,Raw Casting,0.4057551525166153,0.30425564270676864,0.3660316413272572,0.23820922715276788,0.6596735514407216,Crack
Ring,Pure Silver,Final Product,0.6353569435534249,0.5057659544508047,0.7055656554159228,0.6707812835552305,0.13068302958144326,Normal
Pendant,Pure Silver,Raw Casting,0.5113088744836926,0.9043970762215491,0.9217575569258671,0.9935758674053717,0.7885070842577128,Normal
Ring,Pure Silver,Final Product,0.12229051980876218,0.5691658583780023,0.3687230968412467,0.770760094986471,0.9759153340952851,Normal
Earring,Pure Silver,Final Product,0.7636773948329051,0.6539013919966069,0.5364268256854774,0.22631117467750902,0.7556085475653765,Crack
Pendant,Pure Silver,Polished,0.13680409068749752,0.3969171184405633,0.9204322607440751,0.3148678191692763,0.5277976316170615,Normal
Ring,Silver Alloy,Raw Casting,0.4816498421131937,0.8036548634252686,0.5320041892571435,0.35503241181980416,0.30723370842679026,Normal
Necklace,Silver Alloy,Polished,0.44677851567991844,0.1994087496254543,0.4379509057625084,0.8533603844654073,0.6314914365400349,Normal
Pendant,Silver Alloy,Final Product,0.43040061687413844,0.1274606868186392,0.48448699841358056,0.8607239172935928,0.5724001537774472,Normal
Pendant,Pure Silver,Final Product,0.9785407345688723,0.41228112559007946,0.37542426862255196,0.7848145421250402,0.11601712266936859,Scratch
Earring,Silver Alloy,Raw Casting,0.45161262386705103,0.36581577612958394,0.12073863303675539,0.9582870161558901,0.12325501009166948,Normal
Pendant,Silver Alloy,Final Product,0.8663643106350465,0.2549814166899147,0.40428136413002813,0.26645072309929074,0.5597107449692945,Scratch
Earring,Pure Silver,Polished,0.8792294954889126,0.5082243680291938,0.3882732122143815,0.42873394866006886,0.5392804169797083,Scratch
Bracelet,Pure Silver,Final Product,0.735539352472253,0.642040075262449,0.2513496838259327,0.7835723837603893,0.3811793974566625,Normal
Ring,Pure Silver,Final Product,0.1721573666352303,0.7650968316887287,0.17425234981761373,0.3836804392400385,0.22353157490985615,Normal
Pendant,Silver Alloy,Raw Casting,0.4919725453899323,0.33783966982997776,0.3176485697377036,0.14559271184780373,0.48126648530842886,Crack
Earring,Pure Silver,Raw Casting,0.25768554839104996,0.7003689282654258,0.9033317513775493,0.320676416009287,0.9403494478271185,Normal
Necklace,Silver Alloy,Raw Casting,0.6583362148276657,0.6496788465643465,0.5443048575462603,0.7276617997501108,0.5973341285526647,Normal
Ring,Silver Alloy,Final Product,0.778362789275695,0.9298765784447075,0.1678654040250433,0.618535333614299,0.9604750244171998,Normal
Pendant,Pure Silver,Polished,0.5857708922709742,0.32844338427517117,0.18647051612676535,0.946026266670358,0.6717618216391308,Normal
Bracelet,Silver Alloy,Final Product,0.6222934304906936,0.5882784555746615,0.7999616737709218,0.42011088675623987,0.5904164700822946,Normal
Pendant,Silver Alloy,Polished,0.9772798472128081,0.5848649026702343,0.8378609220639808,0.8352021277109843,0.9492921513444483,Scratch
Ring,Pure Silver,Polished,0.3336037300112119,0.9680027786053846,0.7207402483238902,0.3709654668674405,0.10426452402267551,Normal
Bracelet,Pure Silver,Polished,0.44386699131436236,0.310762011883683,0.14754658086894618,0.16840373380461526,0.22789316949259109,Crack
Bracelet,Silver Alloy,Polished,0.6670926840751802,0.19174556252372754,0.7434775824161468,0.5977617203124359,0.7053714876512193,Normal
Earring,Silver Alloy,Polished,0.23781251560100175,0.9896101102923468,0.2703257215220314,0.6888798794369401,0.5316124247031799,Normal
Necklace,Silver Alloy,Final Product,0.1245306663455142,0.29419196925570434,0.5427046601653503,0.27051124959386275,0.3693846777697499,Crack
Earring,Silver Alloy,Final Product,0.3572318015309688,0.3410494922178636,0.1080385533794272,0.8254202147069842,0.6905672710422095,Normal
Bracelet,Pure Silver,Final Product,0.3036492021093305,0.10489492788948934,0.4582185348496415,0.9552317652383876,0.30823418863368385,Normal
Necklace,Pure Silver,Polished,0.2597636374494158,0.5310496809924915,0.37853476940929864,0.6242371047803177,0.3826200727610686,Normal
Pendant,Pure Silver,Polished,0.5342073038775623,0.38419204911807137,0.20476364904362082,0.3000216219052145,0.31976455835443646,Normal
Earring,Pure Silver,Polished,0.3375609708233738,0.7058941446229473,0.3204700968996501,0.6068942822324306,0.7205002485721067,Normal
Necklace,Silver Alloy,Polished,0.9535980184481163,0.19505320189519448,0.4604493327171302,0.4992352913265793,0.8583866431047703,Scratch
Ring,Silver Alloy,Polished,0.32846934608167927,0.8163827366904166,0.15444562618247754,0.3962548338370798,0.7113601597942851,Normal
Necklace,Pure Silver,Raw Casting,0.9043605336805381,0.38462627087068557,0.8823738853547911,0.9496586784125609,0.3915032893895548,Scratch
Ring,Silver Alloy,Polished,0.9489671634023371,0.9186540454768053,0.459472052185921,0.14518095227692673,0.3552633214112906,Scratch
Necklace,Silver Alloy,Polished,0.2434361332155831,0.31236515484943944,0.1873513726852103,0.2375933932471096,0.5877534448666701,Crack
Ring,Silver Alloy,Polished,0.2567587303064613,0.7099911049479759,0.605652118974226,0.7163471052376442,0.4588540085786451,Normal
Ring,Silver Alloy,Raw Casting,0.20420351824282484,0.6600220107654756,0.24841282710196327,0.15592136968861267,0.8855395078540602,Crack
Necklace,Pure Silver,Polished,0.9382399904727878,0.9137091434944162,0.6272649563273832,0.20489136531181174,0.9370431472574949,Scratch
Bracelet,Pure Silver,Final Product,0.30409676629846716,0.8278253845127257,0.6644680641994989,0.918784428345627,0.8964395427687486,Normal
Bracelet,Silver Alloy,Polished,0.5364134938052082,0.9675440078688768,0.374703572384426,0.18735652946384082,0.7937236154774342,Crack
Ring,Pure Silver,Raw Casting,0.4841835393090713,0.7459401562469515,0.3509196728938857,0.5979481985330457,0.5229279549521567,Normal
Earring,Silver Alloy,Polished,0.5754564493146115,0.44536967259865834,0.33381493424902153,0.6749060175774808,0.859291109576012,Normal
Necklace,Silver Alloy,Final Product,0.5856242289701639,0.6048910075845073,0.6188598918449818,0.5130262089292329,0.43575337296706296,Normal
Pendant,Pure Silver,Raw Casting,0.906613989172561,0.2697001664231835,0.9087585128180876,0.7998495369865667,0.19620650471327755,Scratch
Necklace,Pure Silver,Raw Casting,0.6365887085968429,0.9160183452206552,0.6801825927279752,0.8093981824634476,0.25916020443174215,Normal
Necklace,Silver Alloy,Polished,0.5389527682724915,0.44434745243272566,0.5535627996605501,0.4041035402196156,0.11035188268497138,Normal
Bracelet,Pure Silver,Raw Casting,0.3348861349287181,0.5592247342796091,0.548707060577644,0.15620319059175378,0.6869861080498805,Crack
Earring,Pure Silver,Final Product,0.35887047261449834,0.8345058320798606,0.16218084975316413,0.9350393349192001,0.578935651315329,Normal
Ring,Pure Silver,Polished,0.49290356595278995,0.3530836400384506,0.7295954017043194,0.2839794572156295,0.9734873667206342,Crack
Earring,Silver Alloy,Raw Casting,0.8052047345100397,0.11553673704183803,0.5033158841274308,0.2577088150798581,0.38657640817637073,Scratch
Bracelet,Silver Alloy,Raw Casting,0.8947271851295685,0.9239401508402496,0.6777386270222175,0.44604356891764907,0.6759034535583278,Scratch
Earring,Silver Alloy,Polished,0.26692729596893333,0.8823789892468524,0.21070350941253368,0.31862077768938557,0.6328665493553807,Normal
Ring,Pure Silver,Polished,0.6951920970856393,0.7183757653436218,0.5267136299969598,0.5217323121743779,0.7635438512543438,Normal
Bracelet,Silver Alloy,Final Product,0.9417051627449768,0.7202312796344917,0.8772405093848494,0.3804667719145982,0.3527325945920773,Scratch
Ring,Pure Silver,Final Product,0.8851689002473637,0.7740070325735902,0.3463211790950539,0.10422933679558105,0.2573504494329376,Scratch
Earring,Pure Silver,Final Product,0.2951964954643036,0.4752855929270754,0.7793032897934916,0.3481318035724419,0.41095411284951155,Normal
Bracelet,Silver Alloy,Raw Casting,0.6599762691760656,0.8611068713471246,0.3683796194425639,0.1437212079567323,0.40823923949192653,Crack
Earring,Silver Alloy,Final Product,0.7335750889641093,0.4678819151158675,0.46382503185379875,0.18948089369873639,0.7698995569345176,Crack
Necklace,Silver Alloy,Final Product,0.6521044894889217,0.8374158663091023,0.16786150602162714,0.20882374729316255,0.3521249398175098,Crack
